"","x"
"10386","GDF9"
"10387","SHROOM1"
"10388","SOWAHA"
"10389","ID4"
"10390","SEPT8"
"10391","ESD"
"10392","ZFC3H1"
"10393","OPTN"
"10394","ATAD3A"
"10395","ATAD3C"
"10396","HAO1"
"10397","CYP4V2"
"10398","RAD50"
"10399","CCDC3"
"10400","BMP2"
"10401","ACCSL"
"10402","GALT"
"10403","LRRN4"
"10404","CRLS1"
"10405","PRR5L"
"10406","ALKBH6"
"10407","MCM8"
"10408","SDHAF1"
"10409","DVL1"
"10410","DHRS13"
"10411","NPHS1"
"10412","PGPEP1L"
"10413","FTHL17"
"10414","TAB3"
"10415","ATL2"
"10416","CHGB"
"10417","NR0B1"
"10418","CNTFR"
"10419","IL1RAPL1"
"10420","GPCPD1"
"10421","NRCAM"
"10422","PUSL1"
"10423","MAGEB6"
"10424","ARX"
"10425","RBM24"
"10426","POLA1"
"10427","PRKD3"
"10428","FABP9"
"10429","NGRN"
"10430","SCNN1D"
"10431","BCAP29"
"10432","PCYT1B"
"10433","CD83"
"10434","NUDT2"
"10435","PCNA"
"10436","NUFIP1"
"10437","KIF24"
"10438","MCUR1"
"10439","ZFX"
"10440","SERP2"
"10441","B3GALT6"
"10442","LGR4"
"10443","ECHDC3"
"10444","DNAJC15"
"10445","APOO"
"10446","TNFRSF4"
"10447","UBAP2"
"10448","FEZ2"
"10449","DNAJC2"
"10450","ACSL6"
"10451","SAT1"
"10452","GFOD1"
"10453","TTLL10"
"10454","ACOT9"
"10455","VWA8"
"10456","GATA3"
"10457","SLC23A2"
"10458","PRDX4"
"10459","SLC30A6"
"10460","RGCC"
"10461","PTCHD1"
"10462","DDX53"
"10463","AGRN"
"10464","PHEX"
"10465","EDN1"
"10466","E2F4"
"10467","LYRM7"
"10468","HIVEP1"
"10469","ISG15"
"10470","RASSF2"
"10471","NAA16"
"10472","XDH"
"10473","PRNP"
"10474","CTXN3"
"10475","NEDD9"
"10476","ADRA1D"
"10477","ASPH"
"10478","MUC3A"
"10479","MTRF1"
"10480","MBTPS2"
"10481","GCM2"
"10482","SMPX"
"10483","KLHL34"
"10484","TOM1L2"
"10485","CNKSR2"
"10486","SNX2"
"10487","YPEL5"
"10488","NFX1"
"10489","INSC"
"10490","FAM179A"
"10491","FOXO1"
"10492","KIN"
"10493","RPS6KA3"
"10494","PAK1IP1"
"10495","LHFP"
"10496","GCNT2"
"10497","TFAP2A"
"10498","EIF1AX"
"10499","STOML3"
"10500","REEP5"
"10501","MAP7D2"
"10502","HGSNAT"
"10503","TRPC3"
"10504","UFM1"
"10505","KIFC3"
"10506","SLC35B3"
"10507","KATNB1"
"10508","EXOSC9"
"10509","ARHGAP44"
"10510","CXorf23"
"10511","INSL3"
"10512","TRPC4"
"10513","EEF1E1"
"10514","IPO7"
"10515","SPINK4"
"10516","CYP1A1"
"10517","B4GALT1"
"10518","POSTN"
"10519","CENPB"
"10520","SPEF1"
"10521","TXNDC5"
"10522","ADPRM"
"10523","CSNK1A1L"
"10524","DNAJA1"
"10525","DSP"
"10526","SIN3B"
"10527","PDHA1"
"10528","MT1M"
"10529","SMAD9"
"10530","RIOK1"
"10531","NDUFB6"
"10532","GPR64"
"10533","DDX58"
"10534","ARIH1"
"10535","ADAM32"
"10536","MAB21L1"
"10537","RPGRIP1L"
"10538","CNGA4"
"10539","RREB1"
"10540","PHKA2"
"10541","LY86"
"10542","LETM2"
"10543","SAMD9"
"10544","IL2RA"
"10545","TRIM22"
"10546","GLRX"
"10547","KRT6A"
"10548","RHOBTB3"
"10549","RS1"
"10550","CDKL5"
"10551","LINGO2"
"10552","FBXO18"
"10553","ARSK"
"10554","KRT81"
"10555","EQTN"
"10556","TRIM5"
"10557","TEK"
"10558","MPV17"
"10559","CDK14"
"10560","RPP40"
"10561","LRRC19"
"10562","SLC4A11"
"10563","NHS"
"10564","SLC25A35"
"10565","EXOC3L4"
"10566","RFC3"
"10567","STEAP4"
"10568","RBBP7"
"10569","ANKRD16"
"10570","TRIM6"
"10571","KL"
"10572","ITPA"
"10573","ECI2"
"10574","TXLNG"
"10575","N4BP2L1"
"10576","BRCA2"
"10577","SYAP1"
"10578","ATP6AP1L"
"10579","MTAP"
"10580","ALOX15B"
"10581","UBQLNL"
"10582","GDI2"
"10583","S100G"
"10584","IFNA8"
"10585","IFNA2"
"10586","IFNA16"
"10587","IFNA10"
"10588","IFNA14"
"10589","IFNW1"
"10590","IFNB1"
"10591","HBE1"
"10592","CCDC85C"
"10593","FOCAD"
"10594","FBXO16"
"10595","HBG2"
"10596","SPZ1"
"10597","FASTKD5"
"10598","FAM50B"
"10599","GRPR"
"10600","AVP"
"10601","HBD"
"10602","FBXL19"
"10603","EMILIN1"
"10604","USP3"
"10605","MRPS26"
"10606","CALML5"
"10607","MLLT3"
"10608","TMEM27"
"10609","LHFPL2"
"10610","TUBB2A"
"10611","CHD3"
"10612","BPHL"
"10613","C2CD4B"
"10614","PTPRA"
"10615","RPS6"
"10616","ZNF763"
"10617","ZNF768"
"10618","TUBAL3"
"10619","PIR"
"10620","UCN3"
"10621","VPS16"
"10622","AKR1C4"
"10623","SHBG"
"10624","PIGA"
"10625","NQO2"
"10626","C2CD2"
"10627","ASB9"
"10628","MOSPD2"
"10629","COL4A3BP"
"10630","FAM57B"
"10631","HAUS6"
"10632","SLTM"
"10633","COL2A1"
"10634","CARS"
"10635","RRAGA"
"10636","NAP1L4"
"10637","ADAMTSL1"
"10638","AKR1C3"
"10639","SLC22A18"
"10640","ADRA1A"
"10641","BTF3"
"10642","EGFL6"
"10643","CPXM1"
"10644","SH3GL2"
"10645","KATNAL1"
"10646","ATXN3L"
"10647","BNIP3L"
"10648","TMSB4X"
"10649","CNTLN"
"10650","EBF4"
"10651","HADHA"
"10652","TLR7"
"10653","BNC2"
"10654","UBL3"
"10655","FRMPD4"
"10656","SERPINB9"
"10657","PDE4A"
"10658","SMN1"
"10659","AMELX"
"10660","PSIP1"
"10661","SERPINB1"
"10662","SMN2"
"10663","HMGN1"
"10664","SLC7A1"
"10665","AKR1C2"
"10666","WRNIP1"
"10667","SLC46A3"
"10668","AK6"
"10669","GMDS"
"10670","SBF1"
"10671","SNAPC3"
"10672","TAF9"
"10673","RABGEF1"
"10674","CLCN4"
"10675","CENPO"
"10676","NOXRED1"
"10677","POMP"
"10678","IDH3B"
"10679","PARM1"
"10680","WWC3"
"10681","NKX3-1"
"10682","AKR1C1"
"10683","FOXC1"
"10684","EIF3CL"
"10685","SELO"
"10686","HUS1B"
"10687","SHROOM2"
"10688","ZDHHC21"
"10689","CEP152"
"10690","NFIB"
"10691","IRF4"
"10692","NLN"
"10693","FKBP1B"
"10694","DUT"
"10695","PITRM1"
"10696","RUFY3"
"10697","SGTB"
"10698","CDX2"
"10699","ATP5EP2"
"10700","TTC38"
"10701","VCX3B"
"10702","PDX1"
"10703","PNPLA4"
"10704","ADAMTS6"
"10705","VCX"
"10706","CWC27"
"10707","IGFBP3"
"10708","VCX3A"
"10709","NLGN4X"
"10710","CCM2"
"10711","MTIF3"
"10712","PFKP"
"10713","ARSF"
"10714","AIPL1"
"10715","ARSH"
"10716","RCAN1"
"10717","ACOT6"
"10718","GTF3A"
"10719","SDC1"
"10720","SLC5A3"
"10721","ARSD"
"10722","GYG2"
"10723","TH"
"10724","CD99"
"10725","NOP56"
"10726","PTPRD"
"10727","MIER3"
"10728","TECRL"
"10729","ZBED1"
"10730","POLR2B"
"10731","ASMT"
"10732","RDH14"
"10733","SLC8A3"
"10734","KLHL42"
"10735","EXOC1"
"10736","P2RY8"
"10737","IL6ST"
"10738","KDM4C"
"10739","ADARB2"
"10740","ASMTL"
"10741","ITSN1"
"10742","FAM49A"
"10743","TMEM165"
"10744","GLDC"
"10745","THUMPD1"
"10746","ITPR2"
"10747","DDX1"
"10748","IDI1"
"10749","RDH11"
"10750","LYRM5"
"10751","GP2"
"10752","CDC20B"
"10753","SLC25A6"
"10754","ESM1"
"10755","SGCB"
"10756","IL33"
"10757","TGM3"
"10758","OCIAD1"
"10759","MLANA"
"10760","DENND1C"
"10761","STK35"
"10762","GREB1"
"10763","TEC"
"10764","E2F6"
"10765","CDK8"
"10766","NPSR1"
"10767","GGT6"
"10768","CRYZL1"
"10769","MYBBP1A"
"10770","LZTS1"
"10771","COMMD8"
"10772","CD274"
"10773","SHOX"
"10774","RNF6"
"10775","SIRPB1"
"10776","SIRPD"
"10777","ZZEF1"
"10778","JAK2"
"10779","ATP8A2"
"10780","PLCXD1"
"10781","ATP8A1"
"10782","BAIAP2L2"
"10783","NOL10"
"10784","GCAT"
"10785","HMG20A"
"10786","ASAH1"
"10787","RCL1"
"10788","CATSPER2"
"10789","CPPED1"
"10790","LSP1"
"10791","ARRDC5"
"10792","NSUN7"
"10793","TMPRSS6"
"10794","RBM47"
"10795","RHOH"
"10796","MTMR6"
"10797","AK3"
"10798","SDCBP2"
"10799","CYS1"
"10800","GART"
"10801","YWHAQ"
"10802","PLIN5"
"10803","CDC37L1"
"10804","CTNS"
"10805","SNPH"
"10806","PPAPDC2"
"10807","CENPJ"
"10808","RFC1"
"10809","TNNI2"
"10810","KLRD1"
"10811","TNK2"
"10812","METTL22"
"10813","NADK2"
"10814","TMEM156"
"10815","SRXN1"
"10816","PGM2"
"10817","SYT8"
"10818","GLIS3"
"10819","PARP4"
"10820","GPNMB"
"10821","RFX3"
"10822","DNAJC21"
"10823","RAD1"
"10824","RSAD2"
"10825","TP53BP1"
"10826","SLC34A2"
"10827","C1QTNF3"
"10828","CLEC6A"
"10829","SGCZ"
"10830","KCNV2"
"10831","AMACR"
"10832","VLDLR"
"10833","SEPSECS"
"10834","LGI2"
"10835","SOD3"
"10836","TSSC1"
"10837","MTMR12"
"10838","PISD"
"10839","KCNIP4"
"10840","GNG7"
"10841","MIPEP"
"10842","BRSK2"
"10843","IGF2BP2"
"10844","LCORL"
"10845","DMRT2"
"10846","CDH12"
"10847","TNFRSF19"
"10848","DMRT1"
"10849","ZG16B"
"10850","SACS"
"10851","FGFBP1"
"10852","OLIG1"
"10853","ONECUT3"
"10854","FGF9"
"10855","FSCN1"
"10856","MICU2"
"10857","DEFB126"
"10858","DEAF1"
"10859","NOP2"
"10860","SLC35G5"
"10861","NKX3-2"
"10862","JMJD7-PLA2G4B"
"10863","ARHGAP5"
"10864","ZDHHC20"
"10865","RP1L1"
"10866","HTR3D"
"10867","TAS2R1"
"10868","SEMA5A"
"10869","FOXD4"
"10870","CD9"
"10871","KCNA1"
"10872","NYNRIN"
"10873","DNAJC19"
"10874","CHEK2"
"10875","LATS2"
"10876","IRX2"
"10877","IFITM5"
"10878","PRMT8"
"10879","RAD51"
"10880","FAHD1"
"10881","DEFA1B"
"10882","DEFA1"
"10883","PSME1"
"10884","DOK6"
"10885","CACNA2D4"
"10886","MSX1"
"10887","SIRT3"
"10888","CLCN7"
"10889","URB1"
"10890","N6AMT2"
"10891","BET1L"
"10892","SERPINB5"
"10893","FBXO25"
"10894","GJB2"
"10895","MSLN"
"10896","FECH"
"10897","NELFA"
"10898","WHSC1"
"10899","SLC7A4"
"10900","TMEM129"
"10901","METTL17"
"10902","CTIF"
"10903","SNRNP25"
"10904","SLC25A52"
"10905","AQP4"
"10906","NME9"
"10907","STAG1"
"10908","TMEM241"
"10909","LY6G5C"
"10910","CHRM5"
"10911","RNMT"
"10912","NEK11"
"10913","HMCES"
"10914","LRRC30"
"10915","TXNRD3"
"10916","UROC1"
"10917","PTPLB"
"10918","DRD3"
"10919","GTPBP8"
"10920","EOGT"
"10921","CADPS"
"10922","CSPG5"
"10923","TRIM71"
"10924","RBMS3"
"10925","COLQ"
"10926","SH3BP5"
"10927","CCDC174"
"10928","SEC13"
"10929","CIDEC"
"10930","RPUSD3"
"10931","BRPF1"
"10932","CPNE9"
"10933","SRGAP3"
"10934","SETMAR"
"10935","GOLM1"
"10936","FLG2"
"10937","PIP5KL1"
"10938","MRPL2"
"10939","LAMB4"
"10940","SPAG1"
"10941","ADAMTS7"
"10942","METTL14"
"10943","GPX3"
"10944","KRT18"
"10945","C11orf31"
"10946","NOX5"
"10947","STAB2"
"10948","FAM83H"
"10949","TYRP1"
"10950","FOXI2"
"10951","ACVRL1"
"10952","LRRK1"
"10953","OTOA"
"10954","HSPD1"
"10955","KCNQ3"
"10956","C17orf85"
"10957","NT5M"
"10958","STK38L"
"10959","TRIP12"
"10960","ALK"
"10961","PP2D1"
"10962","SACM1L"
"10963","DCP2"
"10964","DENND5B"
"10965","RNF180"
"10966","RNF20"
"10967","LOXL2"
"10968","FAM169A"
"10969","ITGAD"
"10970","ASPDH"
"10971","RYR3"
"10972","POU6F1"
"10973","DNM2"
"10974","GARS"
"10975","PRTG"
"10976","FANCA"
"10977","SMTNL2"
"10978","TRAPPC9"
"10979","TM6SF2"
"10980","RPH3A"
"10981","DNAH6"
"10982","PTPRN2"
"10983","ADAMTS20"
"10984","SIGLEC15"
"10985","LRP1B"
"10986","CHRNG"
"10987","SMYD5"
"10988","CAMSAP1"
"10989","TBR1"
"10990","EP400NL"
"10991","EP400"
"10992","ESYT3"
"10993","SHOX2"
"10994","GPX2"
"10995","GXYLT2"
"10996","RTF1"
"10997","CCDC57"
"10998","LAMA1"
"10999","EPHA6"
"11000","FAXC"
"11001","TSN"
"11002","HAGHL"
"11003","EXOSC8"
"11004","FAM101A"
"11005","TRMT44"
"11006","GPR149"
"11007","TRMT61A"
"11008","PKP4"
"11009","ARHGAP8"
"11010","LYST"
"11011","LRCH1"
"11012","SQSTM1"
"11013","TMEM87A"
"11014","DNAH17"
"11015","CCDC88C"
"11016","CCNK"
"11017","RNF216"
"11018","COX16"
"11019","KIF19"
"11020","NLRP5"
"11021","HCAR2"
"11022","BCAS3"
"11023","COL23A1"
"11024","PPP2R3B"
"11025","TSSK1B"
"11026","CCL25"
"11027","ZRSR1"
"11028","LILRB4"
"11029","LAIR1"
"11030","LILRB2"
"11031","TFPT"
"11032","CACNG7"
"11033","MYADM"
"11034","KLK14"
"11035","KLK8"
"11036","KLK7"
"11037","AKT1S1"
"11038","PTOV1"
"11039","GNG4"
"11040","RPL13A"
"11041","KCNJ14"
"11042","CARD8"
"11043","ZNF541"
"11044","STRN4"
"11045","LAMB3"
"11046","DACT3"
"11047","IL24"
"11048","ERCC2"
"11049","KLC3"
"11050","LAD1"
"11051","HDLBP"
"11052","CAPN10"
"11053","OTOS"
"11054","PDC"
"11055","LRRFIP1"
"11056","TMEM91"
"11057","HNRNPUL1"
"11058","ATG16L1"
"11059","ALPP"
"11060","AKT2"
"11061","GPR55"
"11062","SP140"
"11063","LGALS16"
"11064","PID1"
"11065","SPHKAP"
"11066","RHBDD1"
"11067","SAMD4A"
"11068","PAX3"
"11069","TBP"
"11070","TTLL4"
"11071","MLLT4"
"11072","XRCC5"
"11073","MAP3K4"
"11074","PNLDC1"
"11075","SNX9"
"11076","MAG"
"11077","EEF1B2"
"11078","FAM117B"
"11079","SUMO1"
"11080","URI1"
"11081","C19orf12"
"11082","MYO1B"
"11083","STAT4"
"11084","WDR45B"
"11085","MFSD6"
"11086","INPP1"
"11087","GPS1"
"11088","STX2"
"11089","BDH1"
"11090","CRLF1"
"11091","ASH1L"
"11092","TMEM200A"
"11093","CCDC50"
"11094","RNF34"
"11095","SEC14L1"
"11096","NCOA7"
"11097","RFC4"
"11098","SRSF2"
"11099","LENEP"
"11100","CRYGS"
"11101","OSBPL6"
"11102","DYNLL1"
"11103","CPT1C"
"11104","TMEM121"
"11105","CIT"
"11106","HNRNPA3"
"11107","TAOK3"
"11108","HOXD13"
"11109","WIPF1"
"11110","LLGL2"
"11111","GPR155"
"11112","BTBD6"
"11113","GRB2"
"11114","NUDT14"
"11115","PDK1"
"11116","WASF1"
"11117","PLD4"
"11118","GPR123"
"11119","RAB37"
"11120","CD300LB"
"11121","GPRC5C"
"11122","INF2"
"11123","ARMC2"
"11124","KLHL23"
"11125","SDK2"
"11126","SPRR2A"
"11127","KCNJ1"
"11128","ETS1"
"11129","RAD9B"
"11130","ABCA5"
"11131","TIRAP"
"11132","CERS6"
"11133","B3GALT1"
"11134","ECT2"
"11135","CDON"
"11136","GALNT3"
"11137","STT3A"
"11138","PRKAR1A"
"11139","PDCD10"
"11140","SCN3B"
"11141","B3GALNT1"
"11142","BAZ2B"
"11143","TECTA"
"11144","CD79B"
"11145","TMEM119"
"11146","TMUB1"
"11147","MLF1"
"11148","GALNT13"
"11149","RNF208"
"11150","RIC8B"
"11151","SLC33A1"
"11152","GTDC1"
"11153","GRK5"
"11154","TDG"
"11155","NT5DC3"
"11156","CSH2"
"11157","EVL"
"11158","SYCP3"
"11159","LCA5"
"11160","CYB561"
"11161","ANO4"
"11162","MRPS33"
"11163","GIPC1"
"11164","PIAS3"
"11165","DBH"
"11166","POU2AF1"
"11167","VTI1A"
"11168","GIG25"
"11169","MTPN"
"11170","DPEP1"
"11171","CUL5"
"11172","STEAP3"
"11173","MKS1"
"11174","BPGM"
"11175","PRIMA1"
"11176","CASP5"
"11177","DPP10"
"11178","PDGFD"
"11179","RABL2A"
"11180","NME1-NME2"
"11181","NME2"
"11182","IL1F10"
"11183","IL36RN"
"11184","PTGFRN"
"11185","BANP"
"11186","LRRIQ1"
"11187","LGMN"
"11188","NTNG2"
"11189","NRF1"
"11190","BCL2L11"
"11191","BBS10"
"11192","EME1"
"11193","DENND2C"
"11194","BCL2L15"
"11195","SPOP"
"11196","TSPAN8"
"11197","CENPN"
"11198","PICALM"
"11199","CNOT6"
"11200","TGFBRAP1"
"11201","ATP5G1"
"11202","PPP2R4"
"11203","RASGEF1C"
"11204","AASS"
"11205","TTLL6"
"11206","PTPRZ1"
"11207","ANKRD42"
"11208","PRCP"
"11209","CBX1"
"11210","PLXNA1"
"11211","RGL3"
"11212","LONRF2"
"11213","SLC12A8"
"11214","LIPT1"
"11215","TSGA10"
"11216","CNGA3"
"11217","AP1G1"
"11218","ANKRD39"
"11219","ZNF359"
"11220","SPATA7"
"11221","G6PD"
"11222","HYDIN"
"11223","IRF2"
"11224","CDKN2D"
"11225","FAM50A"
"11226","ARAP1"
"11227","MON2"
"11228","ST3GAL2"
"11229","SRPK2"
"11230","TFAP2B"
"11231","GOLGB1"
"11232","FBXO8"
"11233","ZFYVE27"
"11234","FOLR1"
"11235","NUMA1"
"11236","RENBP"
"11237","FDX1L"
"11238","DDX60"
"11239","DRD1"
"11240","ZDHHC16"
"11241","IGSF11"
"11242","GAP43"
"11243","ERGIC1"
"11244","ARHGAP9"
"11245","UBTD2"
"11246","PSMC3IP"
"11247","PPAN-P2RY11"
"11248","PPP6R3"
"11249","FAM198B"
"11250","SLC35B2"
"11251","NDUFA4L2"
"11252","SLC29A1"
"11253","CFAP44"
"11254","SUCLG1"
"11255","REG3A"
"11256","CNP"
"11257","CORO1B"
"11258","MRPL19"
"11259","HMMR"
"11260","TAGLN3"
"11261","JUP"
"11262","SYT12"
"11263","MOSPD3"
"11264","PC"
"11265","PTTG1"
"11266","CCNJL"
"11267","FABP6"
"11268","ELMO3"
"11269","KRT34"
"11270","HELLS"
"11271","KRT222"
"11272","MTHFD2"
"11273","STAMBP"
"11274","RPL24"
"11275","SENP7"
"11276","GAPVD1"
"11277","SUOX"
"11278","G3BP1"
"11279","MED24"
"11280","TTC23"
"11281","NIT2"
"11282","GPR112"
"11283","TBC1D23"
"11284","ZSCAN25"
"11285","FHL1"
"11286","NR2F2"
"11287","ORMDL3"
"11288","ZKSCAN5"
"11289","CHD2"
"11290","DHFRL1"
"11291","ARL13B"
"11292","SIPA1"
"11293","MIEN1"
"11294","SV2B"
"11295","ELF2"
"11296","PROS1"
"11297","GUCA1A"
"11298","SYNPO"
"11299","PRC1"
"11300","METTL7B"
"11301","USP49"
"11302","RCCD1"
"11303","HDDC3"
"11304","NDRG4"
"11305","ANXA4"
"11306","GPC3"
"11307","CACNB1"
"11308","LHX6"
"11309","FAT4"
"11310","MST4"
"11311","ATP5G2"
"11312","FBXO38"
"11313","LIPF"
"11314","CIAPIN1"
"11315","KIF7"
"11316","PPP2R2B"
"11317","ACTN1"
"11318","UTP14A"
"11319","LARS"
"11320","CCT4"
"11321","GTF2F1"
"11322","AHSA2"
"11323","ANKLE1"
"11324","MT1X"
"11325","RNF14"
"11326","FKBP2"
"11327","TRPT1"
"11328","DNASE1L3"
"11329","EFEMP1"
"11330","SLFN11"
"11331","PNPLA1"
"11332","SLC28A1"
"11333","NMB"
"11334","ELOVL6"
"11335","CCL8"
"11336","STEAP2"
"11337","CFI"
"11338","IRX5"
"11339","CCDC109B"
"11340","AKTIP"
"11341","ACYP2"
"11342","RPL34"
"11343","ZNF207"
"11344","SGMS2"
"11345","CEMIP"
"11346","BRD7"
"11347","ADCY7"
"11348","AIMP1"
"11349","DMTF1"
"11350","GPR75"
"11351","HSPA2"
"11352","AKAP5"
"11353","PRKCD"
"11354","ABCC11"
"11355","SFMBT1"
"11356","STON1-GTF2A1L"
"11357","EML3"
"11358","ALG13"
"11359","SLC9B2"
"11360","PAIP2"
"11361","MYLK3"
"11362","SYNPO2L"
"11363","KRT80"
"11364","SIL1"
"11365","INCENP"
"11366","PPP3CB"
"11367","PBRM1"
"11368","SLC39A8"
"11369","RAB3IL1"
"11370","TTC7A"
"11371","PPP3CA"
"11372","DNAJA4"
"11373","ZP3"
"11374","TGFB1I1"
"11375","GIT1"
"11376","COL4A6"
"11377","CDC23"
"11378","KIF20A"
"11379","ADH6"
"11380","DAK"
"11381","SLC11A2"
"11382","CCL26"
"11383","NRG4"
"11384","FLOT2"
"11385","PSAP"
"11386","LIMA1"
"11387","SPOCK1"
"11388","SIN3A"
"11389","BCKDK"
"11390","GPT"
"11391","SMARCD1"
"11392","ALAS1"
"11393","VKORC1"
"11394","C5orf24"
"11395","MMRN1"
"11396","CPLX3"
"11397","RGS19"
"11398","MATK"
"11399","GRM2"
"11400","ZBTB9"
"11401","NXF3"
"11402","CLK3"
"11403","SPP1"
"11404","FZR1"
"11405","DAAM1"
"11406","PFDN6"
"11407","SULT1A3"
"11408","CLDN3"
"11409","AFF1"
"11410","TIMM9"
"11411","DNAJC30"
"11412","ARHGAP24"
"11413","HERC4"
"11414","DRP2"
"11415","TBX6"
"11416","ALDOA"
"11417","POM121"
"11418","CALN1"
"11419","CDK1"
"11420","BRD2"
"11421","FAM135B"
"11422","IZUMO4"
"11423","SEC31A"
"11424","KTN1"
"11425","CRCP"
"11426","AK4"
"11427","SLC16A9"
"11428","MVP"
"11429","PPP1CB"
"11430","QPRT"
"11431","PHF20L1"
"11432","HLA-DRA"
"11433","PAQR5"
"11434","CHCHD2"
"11435","QRICH1"
"11436","PSPH"
"11437","SOCS4"
"11438","LGALS9"
"11439","WDR6"
"11440","A1CF"
"11441","AGPAT1"
"11442","DHRS7B"
"11443","EGFL8"
"11444","ASAH2"
"11445","COBL"
"11446","ULK2"
"11447","ATXN2L"
"11448","SLC26A6"
"11449","PPHLN1"
"11450","MFAP4"
"11451","RABL2B"
"11452","SNTB1"
"11453","SULT1A1"
"11454","MAPK8"
"11455","SULT1A2"
"11456","NUPR1"
"11457","SLC5A10"
"11458","CPT1B"
"11459","EXT2"
"11460","KLHDC7B"
"11461","TYMP"
"11462","ERO1L"
"11463","PURB"
"11464","MIEF2"
"11465","TRPS1"
"11466","ADM2"
"11467","AREG"
"11468","CAMK2B"
"11469","MTHFD2L"
"11470","CXCL1"
"11471","IL4R"
"11472","APIP"
"11473","AFP"
"11474","CXCL12"
"11475","TNRC6A"
"11476","MPRIP"
"11477","CAST"
"11478","POLM"
"11479","CDKL1"
"11480","RAE1"
"11481","PANX2"
"11482","CD59"
"11483","VCPKMT"
"11484","ATP6V1C1"
"11485","BMP7"
"11486","ZNF248"
"11487","MYL3"
"11488","UBFD1"
"11489","TEX11"
"11490","HECW1"
"11491","LRRC2"
"11492","NCALD"
"11493","GLI3"
"11494","TEKT3"
"11495","ELP4"
"11496","ABHD16A"
"11497","YWHAZ"
"11498","BCAS1"
"11499","CASC1"
"11500","SLC5A12"
"11501","NFATC2"
"11502","RPS29"
"11503","ADNP"
"11504","ITGB1"
"11505","ST8SIA1"
"11506","MOB1A"
"11507","EDA2R"
"11508","MOB1B"
"11509","FOXB1"
"11510","GTF2A2"
"11511","GCNT3"
"11512","ENAM"
"11513","LDHB"
"11514","HERPUD2"
"11515","NAV2"
"11516","ODAM"
"11517","ZNFX1"
"11518","NDUFAF6"
"11519","UMOD"
"11520","FAF1"
"11521","CCK"
"11522","DDX39B"
"11523","PDE1C"
"11524","UEVLD"
"11525","PDP1"
"11526","RPL14"
"11527","MGST1"
"11528","TMC5"
"11529","TSPO"
"11530","CCHCR1"
"11531","ACBD5"
"11532","RAB27A"
"11533","VAMP1"
"11534","TAX1BP1"
"11535","MYH11"
"11536","WDR72"
"11537","SNX16"
"11538","NDE1"
"11539","SOX6"
"11540","ETV6"
"11541","MPV17L"
"11542","PGM5"
"11543","NAGA"
"11544","PRH2"
"11545","CYP19A1"
"11546","PDXDC1"
"11547","PKIA"
"11548","HNF4G"
"11549","SEPT3"
"11550","ARHGAP21"
"11551","IQSEC2"
"11552","USP8"
"11553","DKK3"
"11554","COX7B2"
"11555","AMPD3"
"11556","OSBPL10"
"11557","GRIN2A"
"11558","SLC12A1"
"11559","COL4A3"
"11560","TRIM40"
"11561","SLC30A5"
"11562","CARHSP1"
"11563","GNE"
"11564","SGK3"
"11565","ABAT"
"11566","ZNF143"
"11567","COCH"
"11568","ADHFE1"
"11569","COL4A4"
"11570","ELP5"
"11571","HLA-A"
"11572","LRRC3B"
"11573","RPS8"
"11574","AP1S3"
"11575","GATM"
"11576","ARL4A"
"11577","TMEM106B"
"11578","THRB"
"11579","CENPK"
"11580","UBE2E2"
"11581","ZDHHC4"
"11582","ILK"
"11583","CD72"
"11584","GAPT"
"11585","TIMM17B"
"11586","LTB4R"
"11587","ZNF384"
"11588","ING4"
"11589","DDX17"
"11590","SNAI2"
"11591","FITM2"
"11592","CSNK1E"
"11593","EAF1"
"11594","TIGD7"
"11595","IRF9"
"11596","SLC38A9"
"11597","SLC29A4"
"11598","SOX10"
"11599","NFKBID"
"11600","RBAK"
"11601","CLDN6"
"11602","KAT6A"
"11603","CARD11"
"11604","OR51E2"
"11605","MOCS2"
"11606","FLYWCH2"
"11607","UBE2G1"
"11608","AGPAT6"
"11609","ITGA4"
"11610","NUDT1"
"11611","HRH1"
"11612","SLC17A3"
"11613","NUDT19"
"11614","NFE2L2"
"11615","CCNF"
"11616","ART5"
"11617","RAPGEF4"
"11618","GPER1"
"11619","GPR146"
"11620","C7orf50"
"11621","JPH4"
"11622","DYNC1I2"
"11623","ZNF208"
"11624","TULP3"
"11625","EMC6"
"11626","ITIH5"
"11627","NCF4"
"11628","SMU1"
"11629","CAPN3"
"11630","DDHD2"
"11631","SFMBT2"
"11632","RGN"
"11633","PAFAH1B1"
"11634","WNT5B"
"11635","FOXRED2"
"11636","MPST"
"11637","AGAP3"
"11638","DEK"
"11639","IL15RA"
"11640","ARPC4-TTLL3"
"11641","INS"
"11642","SLC22A17"
"11643","INS-IGF2"
"11644","PLA2G4F"
"11645","NOXO1"
"11646","ERMN"
"11647","PLAA"
"11648","RPL23L"
"11649","JMJD7"
"11650","ELAVL2"
"11651","GALNT9"
"11652","MB"
"11653","MYCL"
"11654","DDX51"
"11655","HAGH"
"11656","CDH24"
"11657","CAPSL"
"11658","DUSP8"
"11659","OGFOD2"
"11660","TSPAN4"
"11661","AKAP8L"
"11662","CD151"
"11663","BPIFC"
"11664","BLOC1S5"
"11665","CNTN4"
"11666","LYPD1"
"11667","ARL16"
"11668","PTK2B"
"11669","EIF4ENIF1"
"11670","CEP250"
"11671","SLC7A7"
"11672","WEE2"
"11673","CCDC40"
